BEZEICHNUNG_OFFIZIELL;geopos
Carlson Wagonlit Travel FIA;
Genève-La-Praille FIPA;
Treinreiswinkel Leiden;
Resarail ITC (i);
Löwenberg Burgfeld;
St. Gallen 96;
Konstanz 96;
Bern Test Change-DSt (TUE);
Marckolsheim Joffre;
Bern I-BF Clean;
Treinreiswinkel Leiden       O;
Wolfurt;
Kontiki-Saga Baden           O;
Moudon, Verger PAG;
Chasseral, col CJ;
Parma squadra mobile;
Railtour Suisse Genève A ECR;
Bülach mobile Equipe;
Freiburg (Brsg) SA Lokbereich;
HRG Zürich G-Reisen;
Istein (FQ);
Naturfreunde Reisen Bern;
Südost Reisen Lyss Bielstr;
Billens, hôpital PAG;
Bahn SOB;
SABRE Zürich Ausbildung;
Le Locle TRN;
Zürich IW Altstetten K+S;
Zell (Wiesental), Schönauerstr;
Zürich Herdern West Gleisfeld;
Bern Mobile B2C Test 1;
Milano Centrale FS 97;
Zürich Stadelhofen TC-Raum 3;
ECORT Testfiliale 1 WorldspanD;
Vex, Sindy TSD-asdt;
TRI (fiktiv);
Brombach, Friedhof;
Reute im Hegau (D);
Basel Morgartenring;
Bus ARAG;
Oensingen mobile Equipe;
Winter Haven;
Czech Railways Praha;
Sattelhof Abzweigung;
Heidelberg Schleuse;
Schopfheim, Marktpl./Rathaus;
Ihringen, Sonne;
Nyon 98;
Huningue, Coccinelles;
St. Moritz, Engadin Bus;
Fahl, Todtnauerhütte, Abzw.;
Martigny ZPG RA;
Girasole Milano              O;
Zürich Altstetten 94;
Delray Beach;
Lausanne, Chalet-Fontaine PAG;
UNO Linie 673, km 21.3;
Besozzo (FQ);
SM Travel Genève;
Murten BLS;
Winterthur Grüze mobile Equipe;
Dennigkofen (B);
Hoppetenzell (D);
Sonceboz-Sombeval 94;
Luino (I) (FQ);
Schlächtenhaus, Schule;
Mühlefluh;
Palézieux 96;
Lörrach, Lucke;
Wil mobile Equipe;
Hägendorf mobile Equipe;
Beatenberg NHB;
Le Locle 97;
Fondotoce, piazza adua;
Gündenhausen;
Le Locle, place du Marché PAG;
Ragnatsch (B);
Immensee, Gymnasium AAGS;
Borgone, staz. Bus;
Arbon, Bergli AOT;
Mannheim Bonifatiuskirche;
Ramsen, Moskau;
Yverdon entretien;
Hinwil 94;
Lavorgo squadra mobile;
Omegna, Verta;
Chippis sous-station;
Erstfeld SA Lokbereich;
ECORT Testfilialen Galileo   O;
Marzell Ort;
Mendrisio squadra mobile;
ECORT Testfilialen Worldspan O;
Brig Contact Center Ausbild 2;
Bern T-Systems-TSI 2.7;
PAG Berg (fiktiv);
Thoiry, Grand-Pré;
Champs-lovats (B);
Schiff SBS;
Lugano SNL;
Staufen (Brsg), Kapuzinerhof;
Sumiswald-Grünen BLS;
Formazza, San Michele;
Seeshaupt (See);
Konstanz 94;
SNCB Voyageurs Int Bruxelles O;
Lörrach, Hebelpark;
Sonnenau (B);
Mels mobile Equipe;
Wittenbach 94;
Zürich HB FB 2a;
Ammerland (See);
Viatges Alemany S.A.BarcelonaO;
Roseville (B);
Utzenfeld, Finstergrund;
Bellinzona Svitto (Galleria);
Winterthur (Df);
Aigle 95;
Airolo 97;
Frick 96;
Buchs SG, Schulhaus Räfis;
Genève tout Genève;
Bahn BLS-vhb;
Zürich, Bhf Enge Pausenplatz;
Schaffhausen 96;
Albany-Rensselaer;
Z-Pass Verbund Notifikation;
Rohmatt;
Venezia S. Lucia FS 95;
Muggenbrunn, Säge;
Lommiswil SBB;
SBB AG, P-FV, Zusatzverkehr;
Mannheim Grenadierstrasse 6;
DaX BLAG Berg;
Puidoux-Chexbres 97;
EBZ DaX (fiktiv);
Pully-Nord (B);
Baden-Baden Bahnhof;
Miazzina, piazza Fantoli;
Bahn BOB;
Etzwilen 94;
Herzogenbuchsee mobile Equipe;
Zürich mobile Equipe;
Graben-Neudorf mobile Equipe;
Hotelplan Glattb Personalbuchu;
Agenture-Client SVS;
Wattwil 98;
Schiff SNL;
Ludwigshafen Rohrlachstrasse 1;
Schallbach;
Malpensa Aeroporto T1 (FQ);
Rosenau, Les Pêcheurs;
Charlemont (B);
Bahn MGB-bvz;
Adler Tunnel MU-LST;
Estavayer-le-Lac équipe mobile;
Regensburg mobile Equipe;
Carlson Cheseaux-sur-Lausanne;
A Lausanne tout arrêt zone 11;
Pieterlen Unterwerk (BKW);
ECORT Testfiliale 3 Amadeus D;
TUB DaX (fiktiv);
Omegna, staz. ferroviaria;
Neuweg, Rue des Muguets;
Bülach 96;
Sonceboz-Sombeval 97;
Bern MCS WebService TUP;
Luzern ZPG ZB;
Schopfheim, Hohe-Flum-Strasse;
Chur o Davos;
NLM (fiktiv);
Villeneuve VD, Eau-Froide TPC;
Rosenau, Mairie;
Strasbourg gare Routière;
Beinwil am See 96;
Osso di Croveo;
Vagabond Verbund Notifikation;
Padova Interporto squadra mobi;
Mühlefluhtunnel Süd;
ELAZ MOB;
BVB DaX (fiktiv);
Buschwiller, Vosges;
Ste-Croix, place du Pont PAG;
Miazzina, piazza Secchi;
Bern T-Systems-RL BUHA;
Arizzano;
Bouveret-Frontière;
Büsingen, Strandbadweg;
St. Gallen VBSG;
Vallorbe 98;
Gotthardpass;
Sierre/Siders 98;
St-Maurice 97;
Dagmersellen mobile Equipe;
St. Gallen Haggen 98;
Stein-Säckingen 98;
Sedrun Multifunktionsstelle W;
Bern MCS B2P Dritte Prod;
Nayak Basel;
Sierre, Oasis LLB;
Nayak Basel                  O;
Brig CCP BonusKarte;
Lötschberg              TCV;
Interlaken Ost HW Bönigen;
SBS DaX (fiktiv);
Baiersbronn, Bahnhof;
Bentour Zürich               O;
Lajoux JU, Le Paigre PAG;
Borgone, ceppo morelli;
Möhlin mobile Equipe;
Lörrach, Homburg Siedlung;
Buchs SG mobile Equipe;
Warmbach, Am Hochgericht;
Nyon, La Redoute TPN (ePOS);
Bretten Schulzentrum;
Kirchentellinsfurt, Bahnhof;
UNO Linie 430, km 10.4;
Wyhlen Abtsmatten;
Genève 94;
Wieslet;
Genève vidage des WC;
Ludwigshafen SA Lokbereich;
Hohenems;
Bern, Guisanplatz Expo (Bus);
Giswil ZB;
Socraggio;
Tunnel du Mont-Sagne;
Entringen Obere Strasse;
Carlson Lausanne Olympique;
Bellinzona pulizia passaggio;
Beimerstetten Bahnhofstrasse;
Brandenberg, Hirschen;
Lauterbrunnen ZPG WAB;
Trasquera, piazza Italia;
Bad Bellingen, Markushof;
Präg, Abzw Präger Böden;
BTA Steinhausen              O;
Zürich Goldbrunnenplatz VBZ;
Langenthal 96;
UNO Linie 254, km 2.3;
Lienz, Oberbüchel;
Tampa;
Stadel b. N., Pausenplatz;
IH-Anlage Zürich Herdern 2;
Scubamare Allschwil         BK;
Switzerland Travel Zürich;
Spoccia;
ECORT Testfiliale 3 WorldspanD;
Bolligen, Sternen RBS;
Meiningen;
Leissigbadtunnel Ost;
Nyon 97;
Gremberg SA Lokbereich;
Bern-TUP-P2-Dst2;
Châtelaine (tunnel);46.2063269449,6.11932374364
Jonction (Genève);46.2018500063,6.12084000016
Tunnel Bois de la Bâtie;46.192123704,6.12418942953
Genève-Stade;46.1767300062,6.12605997061
Grand-Lancy, Bachet (bif sud);46.1732612015,6.12916469377
Tunnel de Pinchat;46.1730278552,6.13154021259
Genève, Pl. de Hollande (bif);46.2041425446,6.14198790906
Genève, 22-Cantons (bif);46.2082656874,6.14221357354
Genève, Rue de Cornavin (bif);46.2082686642,6.1424726755
Genève Voie-Creuse;46.2171100476,6.1444100435
Les Tuileries sous-station;46.2494268447,6.14697668778
Vengeron (diag);46.2461200081,6.14735003291
Les Tuileries (saut km);46.2506799743,6.14727994053
Fontenette;46.182674594,6.15049121734
Tunnel Rive gauche;46.1828200257,6.15219751307
Genève-Eaux-Vives;46.2014599903,6.16656000878
Tannay;46.3076500321,6.18111003173
Tunnel Chêne-Bougeries-Tônex;46.1980544141,6.18926751021
Coppet;46.3173999755,6.18781997499
Founex;46.3287835847,6.19438330424
Céligny;46.3479799789,6.20007995594
Sus-Châtel;46.4384900262,6.20586002322
Chêne-Bourg-Frontière;46.193924192,6.21281765785
Arzier;46.4586399585,6.21164998487
Annemasse SBB;46.1992512987,6.23649168289
Nyon (bif);46.3825699573,6.23364993391
Sentier-Orient;46.6057800261,6.23139006807
Solliat-Golisse;46.6144499782,6.23903005215
Le Lieu;46.6469200085,6.28344996906
Essence EP Tamoil Rolle;46.4626710587,6.34492950972
Bière-Jonction;46.5418198025,6.35179648946
Ballens;46.5522600346,6.37446006258
Le Frambourg [F];46.8772600186,6.3739200519
Reverolle;46.5404299662,6.4309699746
Tunnel de Nanchau Ouest;46.728706121,6.44278638231
La Gottaz;46.5065499674,6.48445997418
Morges [voie 5-6];46.5113690704,6.49371132819
Morges;46.5110999939,6.49395995743
Lausanne-Triage sectionnement;46.5210699799,6.52129992866
Lausanne-Triage Ouest;46.5241599686,6.52357994839
Lausanne-Triage F;46.5253200013,6.52970998181
Lausanne-Triage;46.5271600311,6.53930002077
Daillens;46.6322900092,6.54248006965
Orbe-Industrie (marchandises);46.7209171418,6.54149573925
Lausanne-Triage D;46.5324300369,6.54763003103
Lécheires (bif);46.5347900146,6.55087995028
12 EP AVJ Eclépens;46.652723194,6.5506733914
Eclépens sud;46.6496999805,6.55154003624
Eclépens;46.6571899744,6.5524199848
Bussigny-Scheuchzer (bif);46.5448799996,6.55557004376
12 Garage GS Crissier;46.5483523963,6.562636708
12 Garage GS Renens;46.5203655184,6.57325482023
Renens VD Entrepôts;46.5348265818,6.5826885657
Essert-Pittet;46.7276699782,6.58065994035
Renens VD Est (bif);46.5332600194,6.58707999392
Renens VD Poste 1;46.5317170894,6.59029815931
Le Lussex;46.5568800353,6.60090998645
Romanel-sur-Lausanne;46.56247004,6.60317002251
Cery-Fleur-de-Lys;46.5445799886,6.6050100446
Vernand-Camarès;46.5709399643,6.6048000047
Prilly-Chasseur;46.5396499742,6.60743001325
17 Garage La Brévine;46.9796378959,6.60398523548
Ependes;46.7464200192,6.60765992958
Montétan;46.5303399647,6.61317994447
Etagnières;46.600060005,6.6130299535
Lausanne Villard (Prot.);46.5187238757,6.61928957106
Lausanne Poste directeur;46.5173374072,6.626647351
Jordils;46.5100199487,6.62739570776
Lausanne, Gare (Fpl);46.5175567128,6.62964132483
Lausanne-Flon;46.5208000124,6.63034006164
Lausanne Bellerive;46.5388990501,6.63394984617
Yverdon-les-Bains Ste. Croix;46.7851835019,6.63415514851
Sur Roche;46.6404500015,6.63892005828
12 Parcage Yverdon, gare;46.7813458242,6.63977808841
12 Garage GS Grandson;46.8089515515,6.64129157525
Yverdon-Champ Pittet;46.7821499887,6.66232000775
Travers Ouest;46.939509996,6.67234997934
Travers;46.9424099629,6.67657007124
Bossière;46.5097400195,6.69931997623
Noiraigue;46.9549199591,6.72181001766
Le Locle-Col-des-Roches;47.0498900118,6.72607999632
Petit-Martel;47.0100926856,6.75518261998
Essence EP AVIA Puidoux;46.4916651845,6.76216529345
Bret [F];46.3983399698,6.7676200554
12 Garage GS Puidoux;46.4928694423,6.76650072499
Petit-Martel-Est;47.0145874079,6.76680464081
Chexbres-Village;46.4810599836,6.77853998388
Les Coeudres;47.0228509751,6.78015819494
12 Garage Régie Gorgier;46.8992279096,6.78193738528
17 Garage Crêt-du-Locle;47.0800108314,6.78207422056
Cheyres;46.8169399838,6.78640004129
Le Crêt-du-Locle;47.0776000088,6.78519004086
Tunnel de Salanche;46.4748404512,6.79958150822
St-Gingolph (Suisse);46.3919699755,6.80587992993
La Sagne-Eglise;47.0508974031,6.81852016159
Les Crosets (Grande Conche);46.1836021699,6.83297394272
Boudry Unterwerk;46.9656412591,6.82802489685
St-Gingolph, rte Cantonale;46.3860740815,6.8359671129
Oron;46.5725400197,6.83710005813
Palézieux;46.5427600215,6.83787003642
Champéry Planachaud (courbe);46.1661771133,6.8464906896
Vevey;46.4630000268,6.84343995497
Boudry Littorail;46.9494845126,6.83914777771
12 Garage GS Corsier;46.4677361443,6.84574992538
Estavayer-le-Lac;46.8445000165,6.84296003592
Cottendart (embr);46.9712899803,6.84571003122
Bouveret;46.3858100347,6.8532300512
Bossonnens;46.5257699922,6.85323005071
Clies;46.4677599661,6.85491003621
Tunnel des Crosettes Ouest;47.0969546413,6.84861491997
La Jorette (Plan-du-Croix);46.304196021,6.8577435318
La Tour-de-Peilz;46.4554500288,6.85951996111
Hauteville;46.4662599774,6.86089006185
Sévaz (embr);46.8375500293,6.86304003627
Colombier NE Littorail;46.965870817,6.86541904665
Les Convers;47.0840470531,6.8646524599
Tunnel des Crêtes;46.4464222866,6.88314276761
Auvernier Littorail;46.9747346989,6.87806917176
Corcelles-Peseux;46.9833500195,6.88380997563
Tunnel des Loges;47.0600471445,6.88460211444
Château-de-Blonay;46.4683499798,6.89175001049
Cugy FR;46.8160299875,6.88917001035
Clarens;46.4427400054,6.89576996437
Fayot;46.2120600341,6.89950995611
Les Chevalleyres;46.4755899933,6.89812002215
Neuchâtel, Serrières Ruau;46.9797371663,6.89503747339
Bois-de-Chexbres;46.473279982,6.90153002085
17 Garage Damvant;47.3723497725,6.89504204218
Essence Jubin Damvant;47.3727548788,6.89511721033
Colondalles;46.4431499519,6.90448997904
Les Deurres;46.985519999,6.89916003061
Les Pléiades;46.4833599582,6.90993999675
Vuarennes;46.4391199841,6.91096996297
Montreux MVR-mtgn;46.4358599792,6.91264992926
Troistorrents;46.2282900237,6.91580997686
Trey;46.7799599715,6.91624996133
La Verrerie;46.5875199866,6.92488000659
Villeneuve;46.3983699721,6.92699005499
Sur Cotterd TMF;46.4262223869,6.92808890238
Sendy-Sollard;46.4466400166,6.92907006666
36 PU Haas Eggerstanden Kursb;47.3336139581,9.46212714507
Neuchâtel-Triage;46.9978299528,6.93915998048
Le Châtelard (frontière);46.051294672,6.94790697808
38 Extern Taxi S. Fuchs Thusi;46.6974283473,9.44009066166
Tankstelle Garage Thusis;46.6976711467,9.44009966723
38 Extern Bustaxi Thusis;46.6976709172,9.44011273741
Le Creux-des-Biches;47.2034600157,6.94065994224
Tankstelle PU Schwizer Kloste;47.4759254527,9.4731698438
Fahy, place de rebroussement;47.423303966,6.94101176323
Thusis Süd;46.6954399754,9.44788002901
Rueyres-Treyfayes;46.6454099899,6.95579000482
Bad Ragaz Ost;47.0033043716,9.46907624755
Monthey Novartis/Ciba;46.2525081913,6.96188243355
Buchs SG RB;47.1757199985,9.4769199606
13 Parcage Aigle gare TPC;46.3161581418,6.96460061106
Bossy Bois (embr);46.8283399592,6.96046999736
St-Triphon-Gare;46.2782200211,6.97372000876
Aigle-Dépôt;46.3182899494,6.97536994986
St-Triphon-Village;46.3020700336,6.97579004538
Sonvilier;47.141329969,6.96935999115
Trübbach Nord;47.0746882237,9.48464925492
Aigle-Château;46.3168717061,6.97892136109
Landesgrenze CH-Liechtenstein;47.1645300088,9.49066998633
Aigle-Parc Aventure;46.3153000282,6.98622000688
Rorschach;47.4779999996,9.50513000996
13 Parcage Ollon VD centre TP;46.2925023218,6.98955494171
Dompierre;46.8543999839,6.9853600283
Tankstelle AVIA Sennwald;47.2593253716,9.50207946445
St-Blaise-Lac;47.0120999699,6.98469000562
Salez-Sennwald;47.2414399772,9.50231994185
Les Emibois;47.2323500119,6.98532995773
Rorschach GB;47.4782900249,9.51321004532
Vaulruz-Nord;46.6239700264,6.99140996176
Bergstation AB-rhb;47.4781400105,9.51420999908
13 EP TPC Mex;46.1850378487,7.00042755305
Seebleiche;47.4775200215,9.51635000288
St-Maurice;46.2163700186,7.00204003232
Scolaire St-Maurice Mauvoisin;46.2087318436,7.00276315647
Essence Jubin Chevenez;47.3914313501,6.99466123109
Essence Horizonville St-Mau;46.212539165,7.0056482942
Bad Ragaz;47.0103099908,9.50521999888
Leysin-Village;46.3392599652,7.00605002567
Tankstelle PU Gessinger Bad R;47.0117410678,9.50745026804
36 PU Gessinger Bad Ragaz;47.0115037192,9.507638447
Les Breuleux;47.210440023,7.0051700146
Cornaux Unterwerk;47.0284195353,7.00786610398
Bex-Place-du-Marché;46.2509100365,7.0144299551
Van-d'en-Bas;46.1402749388,7.01530276583
Schwendi bei Heiden;47.4594100131,9.53074005097
Léchelles;46.828450028,7.0116200309
Domdidier;46.8685100164,7.01138002079
Fenêtre Galerie 1 (FG1);46.1311612939,7.01983756367
Delle;47.5059961648,7.00944066488
Vaduz, Lindenkreisel;47.1360099705,9.5221740526
Staad;47.4807699594,9.53652004577
Bure-Casernes;47.4552299572,7.0134300446
Vuadens-Sud;46.6179599944,7.02017003058
Grand-Moulin;46.2526200182,7.02322003689
Essence ET Miniprix Autigny;46.7360271653,7.02031785267
Chur West;46.8499399686,9.51271994926
Heiden Gleisende;47.4455100293,9.53704998002
Tankstelle Chur;46.8538754918,9.52612075452
Vernayaz;46.1385400046,7.03835002508
Rossriet (Spw);46.9979200336,9.53540997388
Montbovon;46.4854260945,7.04214047705
66 Extern VLM/FL;47.1863594241,9.54543369451
Tunnel de Fontelats;47.4694745994,7.04308285623
12 EP Favre Avenches;46.8924650485,7.047444262
Le Sépey;46.3612400272,7.05279001302
13 EP TPC Le Sépey;46.3602725228,7.05399956701
Chur Depot Sand;46.844429998,9.53860995656
Rüthi SG Unterwerk;47.3025850685,9.55779312094
Roches Grises;46.2937600251,7.06110006805
Gampelen;47.0093599649,7.05645006864
Trimmis (Verzw);46.8990699722,9.54387993528
Arveyes;46.2912499507,7.06268994591
Courtemaîche;47.4558700078,7.05538996902
Courtemaîche sous-station;47.4559715638,7.05555605854
Landquart;46.9674399809,9.55402993901
Landquart [Gleis 5-8];46.9672851749,9.55458722847
36 PU Mösli Reute;47.4197777705,9.57375839785
Gryon Bois-Gentil;46.2777300073,7.06755003709
Alvaschein Blockstelle;46.6757483866,9.54434918935
17 EP Froidevaux Montignez;47.4868747188,7.0594230791
Neyruz;46.7660500328,7.06502999119
Tankstelle Werkhof Buriet Tha;47.4791343546,9.58049712535
Martigny-Bourg;46.0932678915,7.0701671146
Zizers SBB;46.9322099762,9.55957002461
Landquart Ried;46.9572000336,9.56086998574
La Barboleuse;46.2827499858,7.07049001096
36 PU Schwizer Rheineck;47.4728217285,9.58273759632
Tankstelle PU Ackermann Zizer;46.9192972724,9.56073208844
Villars-sous-Mont;46.5438000219,7.07294003316
Salons Blockstelle;46.6687243362,9.55627155201
Tankstelle Garage Lenzerheide;46.7234589594,9.55882394499
17 EP Funicar EP SA;47.110638976,7.07782466533
Rebstein-Marbach;47.3926399614,9.58675005079
38 PU Boss Hemmi, Lenzerheide;46.7203668473,9.56008937665
13 EP TMR Martigny-Ville;46.100736213,7.08712447606
13 EP TMR Martigny;46.100736213,7.08712447606
Malans;46.9776499967,9.57372001328
Tramelan-Chalet;47.2234599741,7.09244996037
La Breya (Combe);46.0216132914,7.10307558818
Belfaux-Village;46.8226999493,7.110229951
Tramelan-Dessous;47.2224399692,7.11269001744
Murten/Morat;46.9253899734,7.11537996793
Poudeille;47.0774400394,7.11915003043
Savognin, Schneesportschule;46.5956708977,9.59493521912
Essence Favrod Château d'Oex;46.4709781499,7.12591489211
Bollement;47.2971700074,7.12395996922
Courgenay;47.4052199841,7.12421006191
Klus (B);46.9755799906,9.61946003051
Au SG;47.4361200072,9.64124998481
Chavannes;47.0826399625,7.13206999931
Essence EP Negri Les Genevez;47.2552937118,7.13372022517
Hörnligrat (Urdenfürggli);46.7662363996,9.62068537405
Löwenberg LCM200;46.9391591369,7.13666013435
Müntschemier;46.9933199711,7.14243997213
Seewis-Pardisla;46.9768900296,9.63253997987
Corgémont;47.1933899748,7.14466994029
Les Diablerets;46.3511599716,7.15502003151
Tunnel de la Croix Sud;47.3682801955,7.15234409394
Fribourg/Freiburg Poya;46.8147000092,7.1554300463
Essence EP Tamoil Charmey;46.6198600117,7.16265192117
Scolaire Charmey Piscine;46.6196986329,7.16287469397
12 EP Rime Charmey;46.620991617,7.16575734817
Grandfey (B);46.8241130022,7.16691240501
St-Ursanne;47.3676899764,7.16595995308
Saxon;46.1493799674,7.17342003714
St. Peter-Molinis;46.8291500204,9.65385004684
Waschanlage PU Reptrans;46.4701260326,9.64960527314
Arosa (Mittelst.) Brüggerhorn;46.7868460199,9.66301184948
12 EP Rime Cerniat FR;46.6521328132,7.19237530033
Funtauna cotschna, Blockstelle;46.6769713132,9.66418457323
C-Container 5-2014;46.9746785198,7.19161651159
C-Container 9-2014;46.9746785198,7.19161651159
Blindleistungskompensator 1;46.9746785198,7.19161651159
C-Container 4-2014;46.9746785198,7.19161651159
C-Container 3-2014;46.9746785198,7.19161651159
Kerzers West (Abzw);46.9736599619,7.19209997058
Kerzers Papiliorama;46.9897700269,7.19927995286
Tunnel de Glovelier Sud;47.3390850917,7.19987138762
Arosa Iselstrasse Barriere;46.7776799707,9.68346003786
Les Gouilles (Videmanette);46.4576323157,7.20672597064
Rougemont;46.4886199717,7.20895996336
Le Châble;46.0788881098,7.215089863
13 Parcage Derborence Evéquoz;46.2811488703,7.21605407323
Chamoson, salle polyvalente;46.2046969206,7.22162415365
Essence EP Miniprix Reconvili;47.2334772376,7.21837473219
Chamoson, Ecole;46.2017764806,7.2232552663
Langwies GR;46.8193299638,9.70713995306
38 Garage Regie Stels;46.9654433577,9.71539137802
Kallnach;47.0255199791,7.23519002993
Laupen;46.9026000257,7.23801995279
17 Garage Montavon;47.3733844253,7.23684870284
Nidau Beunden;47.1198199571,7.24032005243
Davos Wiesen;46.695489997,9.71584004111
Port, Ruferheim;47.1193673107,7.24471022967
Gümmenen Viadukt;46.9338399652,7.24790005365
Pontenet, Ecole;47.2415233297,7.25447387132
Äuli;46.9208662175,9.75159451787
Bergün/Bravuogn;46.6310700318,9.74674998698
Souboz, Le Perceux GS;47.285661717,7.25840973733
Bassecourt sous-station (CFF);47.3370423386,7.25846873442
38 Extern Gotschna Taxi Kübli;46.9130644298,9.76794839605
Val Rots;46.5995331373,9.75659358064
Mahlenwald;47.1544099642,7.26245998854
Lac-des-Vaux(Col-de-Chassoure);46.1045041386,7.26976537655
Fuorcla Grischa (Lej Pêsch);46.515020537,9.78759897793
Biel Produktionsanlage Ost;47.1442799849,7.26923997271
Davos Clavadelstrasse Barriere;46.7820400242,9.81280002718
Tankstelle & Waschanlage Davo;46.7888567362,9.81679476396
22 PU Kübli, Saanen;46.4777306083,7.27396767207
17 Garage Soulce;47.3048763883,7.27203096517
Wünnewil Mühletaltunnel;46.8746144966,7.2761741977
Malleray-Bévilard;47.2387100364,7.27593996634
Marguns (Talst. Trais Fluors);46.5167045507,9.82468317293
Wünnewil;46.8718599673,7.28065001753
Tankstelle & Waschanlage Sern;46.8911699138,9.84190569551
38 Garage Regie Serneus;46.8908924667,9.84226086488
Souboz, Les Ecorcheresses GS;47.2763929076,7.27997045762
Davos Dorf;46.8097199729,9.84211002283
Clavadeler Berg (Talst. J'hn);46.7697379066,9.84920890079
Mühleberg Kraftwerk;46.9691928948,7.28444075147
Bévilard, Ecole;47.2363499173,7.28383625916
Celerina Staz;46.5096499732,9.86511997346
Courfaivre;47.3350799828,7.29116999805
38 Extern Silvestri, Pontresi;46.4918399605,9.89533806862
Busswil Nord;47.1240528474,7.29251834523
La Punt-Chamues-ch;46.5786700462,9.92333000012
Bodme (Gstaad) (Talst. 2.Sk.);46.4501804334,7.29704120238
Bernina Suot;46.4448499598,9.96938999455
Col-des-Gentianes (Mont Fort);46.0849648232,7.30200297253
Vereina Süd;46.8027200249,9.99807003482
13 Parcage Conth. Chalet Duc;46.2286346468,7.30325991916
Bernina Lagalb;46.4366099728,9.99192996859
13 Parcage Châteauneuf C. Evé;46.2217538221,7.3034894421
Cinuos-chel-Brail;46.6385299794,10.0219200277
Bernina Cambrena Blinklicht;46.4154599713,10.0115399888
Carolina;46.6703699564,10.0598700624
Cadera Barriere;46.3419599937,10.0511799894
Poschiavo;46.3247999698,10.0543199706
Sorvilier;47.2392399644,7.30578002738
Susch;46.7520799742,10.0793300543
Lyss;47.0763199581,7.30630001679
Studen Auto;47.1076500373,7.30629999987
38 PU Balzarolo Sfazú;46.3894240607,10.080087594
Lavin;46.7695700165,10.1109699493
Miralago;46.273120037,10.0995500605
Flamatt Dorf;46.8899000382,7.310520072
13 EP Lathion Basse-Nendaz;46.1877341478,7.31297916151
Scolaire Vuisse;46.2390549786,7.31388351192
Campocologno Confine;46.2300734775,10.1448081598
Scolaire Nendaz, Biolette;46.1923501609,7.31444507965
Ardez, scoula;46.7759203322,10.2037241823
